,Text,labels
11603,@Captain Random Well,Non_hope_speech
11604,I have a friend who chose to be a lesbian because of negative experiences she has had with men. Now she is happily living with her girlfriend - doesn't miss being with a man at all.nnI have heard for others it is not a choice and I think that that's okay. I don't understand the hate against LGBTQQIAAP.,Hope_speech
11605,@Nomad a lot of people bruh,Non_hope_speech
11606,@Molly Cone at what point did I say don't talk about God?,Non_hope_speech
11607,Fair and just.,Non_hope_speech
11608,What does it matter how old I am? Im definitely nowhere near being a boomer. I'm actually pretty young. But it really doesn't matter how old someone is. Have a merry Christmas!,Non_hope_speech
11609,You know what I wouldn't care if it was controversial I believe all lives matter. and Black lives matter is not doing what they supposedly represent by hurting people and looting so it really doesn't matter what they represent.I think we have the right to do whatever we want to do as long as we're not hurting anyone else. I have as many black good friends as I have white good friends. and you know what The black ones are sitting there shaking their head about how stupid this s*** is too!!!! Guess what they're not looting and rioting either.,Non_hope_speech
11610,@Jade Edwards You clearly haven't heard the Black Lives Matter militants speak,Non_hope_speech
11611,All lives matter. What the police done to George Floyd isnt right,Hope_speech
11612,Bulldawg Moore nYou are literally saying a man that has passed away for more than 2000 years can end racism. You are the problem.,Non_hope_speech
11613,What if the answer is to no longer use the mainstream 2 party system?,Non_hope_speech
11614,When she gave a large portion of her concert earnings,Non_hope_speech
11615,@fluffymufti yesss of course...Torah as well.,Non_hope_speech
11616,@Guido Farage wait till they topple Churchill statue. And start attacking whites in their homes. Your see unity then.,Non_hope_speech
11617,Most racist people in the world is black people Africa is the proof  many White Farmers lost their land in South Africa and Zimbabwe because they r white  and many Asian lost their business in Uganda in 1970s because they r not from Africa or black even most racist genocide between Rwanda black people huti vs Tutsi caste,Non_hope_speech
11618,Floyd killed in a democrats' turf to cause blame on Trump administration,Non_hope_speech
11619,The world is going to end everything 2020,Non_hope_speech
11620,It says something when this is 4 years old and it still applies now,Non_hope_speech
11621,You forget to protest in china and africa to get justice,Non_hope_speech
11622,Thank you Mr clark,Non_hope_speech
11623,@Ken Wagnon nRespect,Non_hope_speech
11624,You are still young maybe you can try,Hope_speech
11625,elji02 Do the same as women these days are doing speaking not accepting the status quo. Speak up and demand respect don't care about their thoughts of you. Equality for anyone in any situation .,Non_hope_speech
11626,British “Boston tea party “,Non_hope_speech
11627,All lives matter is a racist slogan.,Non_hope_speech
11628,Sunshine littlephilly God told you personally he didn’t agree with it?,Non_hope_speech
11629,@Alexander Schüler Why not include everyone?Isnt ONLY saying black lives matter only including 1 race,Non_hope_speech
11630,@Dad do u think that the police brutality is only comming from white cops. it happens no matter what the race of the two are. media just doesnt mention it,Non_hope_speech
11631,Cried so much for this.  thank you.,Non_hope_speech
11632,Most Lives Matter,Non_hope_speech
11633,No they are not. All lives matter,Hope_speech
11634,Excellent work. No petition needed. Lol!,Non_hope_speech
11635,Exactly right. The perfect of example why they HATE ALL LIVES MATTER. Its black ONLY! They dont like whites,Non_hope_speech
11636,I have grown up loving Madonna. Saw her at Wembley Blonde Ambition Tour in 1990 when i was 16. She's the only singer i have followed through my life and always will. I love you Madonna,Non_hope_speech
11637,Shawna HiRAEth she’s not lmao,Non_hope_speech
11638,Check out cash cab,Non_hope_speech
11639,She seems  sad and depressed.. Maybe she needs to accept the fact that everyone ages..,Non_hope_speech
11640,I mean it is a book,Non_hope_speech
11641,All lives matter offends black supremacists who salute with their right hand and insist other ethnicities kneel before them. nnSurprised America has allowed it to go this far. Europe won’t because we can still remember the last time fascists tried to take away our rights and freedoms by imposing their narrow views onto society.nnWoke is an extremist movement which is vastly unpopular amongst the masses,Non_hope_speech
11642,The Red Creeper TRC I am subbing to you,Non_hope_speech
11643,She has old lady voice,Non_hope_speech
11644,Good point at the end there,Non_hope_speech
11645,im an atheist but that kid who said god gave us a choice,Non_hope_speech
11646,Black Lives Matter Movement was not supported by the Black Panthers. Black Lives Matter,Non_hope_speech
11647,My mind blanked at Muslims are the True Feminists.,Non_hope_speech
11648,and we paid African slave owners to give up the slave trade. No one ever talks about the massive debt the UK got into paying slave owners and other countries to end slavery,Non_hope_speech
11649,Fear Dheas ... your preaching to the deaf,Non_hope_speech
11650,So when will blacks take ownership on personal responsibility?,Non_hope_speech
11651,Brilliant inteview.. Madonna was very sincere almost emotional.. Good job by the interviewer.,Non_hope_speech
11652,This is one interesting giant experiment.,Non_hope_speech
11653,@Vardaris a few in a city of millions,Non_hope_speech
11654,Everyones life SHOULD matter. Clearly black people in usa overall do not share this EXP. Maybe ask them why they say BLM. Maybe to them they see a place that does not value their lives.,Hope_speech
11655,All lives( black,Non_hope_speech
11656,Strange that there is never any mention of the money paid to the leaders of the African tribes involved or the atrocities and genocide going on within these counties today.,Non_hope_speech
11657,ALL LIVES MATTERS WETHER YOU ARE BLACK WHITE BROWN BLUE YELLOW ALL HUMAN'S LIVES MATTER IN THE SIGHT OF GOD CHRIST SHALOM,Hope_speech
11658,@Molly Cone also you basicaly said you would talk to the person and tell them they are a sin because of their sexuality... How about let them live their life because how they feel does not hurt or effect you in any way. Also you seem to assume very quickly.,Non_hope_speech
11659,Animations with Aubrey stop judging people based on their looks libtard I thought liberals where anti bullying but ok,Non_hope_speech
11660,Saru2191 the impartial mixed race person,Non_hope_speech
11661,@Aria Maas No the other houses are not burning down,Non_hope_speech
11662,I guess by your logic their should be statues of Adolf Hitler across Europe particularly in Germany... Isn't it?,Non_hope_speech
11663,All contributions to BLM go to the dumbocraps  ACT BLUE.nWhy isn't this ILLEGAL?,Non_hope_speech
11664,+Steven T.Parker Is never wrong to have an inspiration to do something and everything can be for you if you like it and work hard. And about this not being a touchy feely subject it is for her different things mean different things for different people. Maybe you don't care but you haven't face the problems or fears she has.,Hope_speech
11665,Life never started about skin color until racist whites created racism  Before that racism didn't exist.,Non_hope_speech
11666,Currently in my 5th year,Non_hope_speech
11667,misiekharibo ʕ•ᴥ•ʔ and that’s why as a black person I’m not getting involved with them unless an actual racist person try’s something against me,Non_hope_speech
11668,The Destruction has landed...,Non_hope_speech
11669,C J Your attempt at sarcasm is not lost on me,Non_hope_speech
11670,@Вадим Жемило I guess that police officer didn't know about that,Non_hope_speech
11671,Do black people hate discrimination,Non_hope_speech
11672,@Emilee Henderson nDon't want to burst your bubble,Non_hope_speech
11673,I want to be a biomedical engineer. This video has helped me so much. I’m only 14 but it’s been my dream for about a year now. I hope one day I will be as successful and brave as this woman,Hope_speech
11674,That would just be uh- pure mean!! -Crystal,Non_hope_speech
11675,Kaio Eller nthis,Non_hope_speech
11676,To me that means - why don't white people care enough to march for their own killed by police. It's not about how loud black people are - it's about how quiet white people are. If you find injustice scream about it. You think doing this kind of thing is easy! Coward maybe?,Non_hope_speech
11677,I’m literally wearing cuffed jeans as we speak,Non_hope_speech
11678,@seinfan9nYou are incorrect on all accounts. Women are not over-represented. She even stated that only 11% of the engineering workforce are female. How is that number over-represented? Only 20% graduate with the degree (only 20% even go into the field). Let's see,Hope_speech
11679,it's just clothing.,Non_hope_speech
11680,Not all heroes wear capes,Non_hope_speech
11681,Wow that would be just illegal in Germany.,Non_hope_speech
11682,Repent. God loves the sinner but hates the sin. Don’t believe this creature of Satan. She’s going down and she’ll drag as many as she can with her.,Non_hope_speech
11683,@Yas Sul Only the white ones.,Non_hope_speech
11684,Seniors are aware of,Non_hope_speech
11685,I suspect she's just trying to keep the peace at home until she's old enough to get out of there,Non_hope_speech
11686,As a Canadian I completely agree with you,Non_hope_speech
11687,I wish i could give that guy a hug because he has had such a tough life and seems really nice and deserves more.,Hope_speech
11688,Good for her!,Non_hope_speech
11689,We are all humans with likes and dislikes diffrent looks with all the same rights,Hope_speech
11690,Heather Boyd and you’re clearly ignorant and dumb yourself too.,Non_hope_speech
11691,that should be at least a butt of the week,Non_hope_speech
11692,I want you to know that I watched this video when I was ten years old right when it came out. I have never been more grateful for a video. Since I watched this I have changed my entire trajectory. All of my goals and everything I spend my time on is to become an engineer. I am now a Junior in high school and I have been on a robotics team for 5 years. I spend my time teaching other people about engineering and doing outreach events to inspire young kids to go into STEM. I am in a Pre-Engineering program. I created a STEAM event to teach kids how art and STEM are related. I have done all of this because of this single video. All the time and energy that I have put in I did because of this video. Thank you so much you gave me a passion I didn't know I had and it has changed my entire life. I know you won't see this but I feel in debt to you and I needed to thank you.,Hope_speech
11693,@Ava Parker AMERICA IS STILL BEEN RACIST AGAINST NATIVE INDIANS HERE!!! THSY STOLEN OUR LAND. THAN AMERICAN SAY WE'LL GIVE YOU THIS PART OF LAND TO NATIVE INDIANS. HOW IN THE HELL CAN YOU GIVE EVERYTHING TO EVERYONE WHEN IT ALREADY BELONGS TO THEM???,Non_hope_speech
11694,Protest did the right thing,Non_hope_speech
11695,Are we going to destroy George Washington statue too since he was a slave owner?,Non_hope_speech
11696,I was so confused I thought she was joking,Non_hope_speech
11697,@God you are the only brain washed here... Bye,Non_hope_speech
11698,Shut up when white people already injected HIV to the South Africans.,Non_hope_speech
11699,They don't want to go back to their homelands because they have turned them into sh*tholes,Non_hope_speech
11700,Its not controversial,Non_hope_speech
11701,religious or not,Non_hope_speech
11702,RACISTS CANNOT WIN,Hope_speech
11703,@ChrisCar2oons a kid that's being poisoned by horrible morals.,Non_hope_speech
11704,This is ridiculous.  No one can have an open and free debate and discussion.   To say all lives matter is perfectly reasonable yet is met with derision.   All white politicians are in fear and terror.,Non_hope_speech
11705,This sheriff always speaks the truth,Non_hope_speech
11706,a lot of russian bots in the comment sections. you know one when they name themselves Joseph Stalin.,Non_hope_speech
11707,Ajoaa Yebo nBut only focusing on one race doesnt fix the problem,Non_hope_speech
11708,@Killua ZoldyknnWhat's the use in rioting in the streets of Baltimore for it though?,Non_hope_speech
11709,Why do they have to go back to African?  This is their Country! They suffered a lot to be where they at!  They brought them him for slavery,Non_hope_speech
11710,If ALL LIVES MATTER or WHITE LIVES MATTER is controversial or racist,Non_hope_speech
11711,Black lives matter I’m a white person but are you know that black people are still good just because we have different skin color doesn’t mean people everybody’s people on this planet,Hope_speech
11712,Sheriff David Clarke is MVP.,Non_hope_speech
11713,Me too! Lol!!!,Non_hope_speech
11714,it's 2020 bro its ok to identify as a toaster. so long as that toaster respects others idgaf.,Non_hope_speech
11715,I don't know who the sheriff is but he is wise.,Non_hope_speech
11716,Charles Charlemagne love this comment,Non_hope_speech
11717,Can any black person that is protesting do me a favor and say this word? “ we have been quiet for so long and now ur not letting 1M+ people do what they want to do? It’s been so long that Martin Luther said something that everybody agreed on except u guys? U guys need to stop then we will stop. STOP KILLING PEOPLE! There is even white people protesting and ur not even accepting anything. U guys are polices u should protect the country not killing black people that didn’t even do anything”,Non_hope_speech
11718,But I'm a cheerleader is a funny movie about that haha,Non_hope_speech
11719,Doctor who!!!!! And all these kids asked great questions!,Non_hope_speech
11720,@Robin Popps just like black people bieng killed in police custody in london and america personally if that was a member of my family they killed him like that id kill two policemen and  go to jail eye for an eye enogh is enough,Non_hope_speech
11721,Really important! What about the Natives? Native Lives Matter,Non_hope_speech
11722,Come on Hannity,Non_hope_speech
11723,@Theodore Haskins nNot meant to be sarcasm in any way.  Your assumptions prove to me you are the one who is ignorant. And you are not amusing one bit in the least.,Non_hope_speech
11724,Wtf she's so good looking,Non_hope_speech
11725,@Crabman Coconut and BLM is acting CONTRARY to what MLK taught.nIt's an evil political movement that Hurts the black community and everyone else.,Non_hope_speech
11726,@Carola Lavin your exactly on point the majority is dumbed down,Non_hope_speech
11727,@Emilia they mean that the fact that girls don't normally choose STEM fields is because we are socialized to be interested in other stuff. Which is a bad thing because when someone does break the norm,Hope_speech
11728,When he was talking about how he was beat I just wanted to give him a hug 🤗,Non_hope_speech
11729,Black or American? That's what it's come down too. Blacks are being Used for AGENDA. WHY CAN'T AMERICA SEE THIS?? Almost every family in America have black relatives. AMERICA divided will fall. Third World Country is what America will be. Your wive's,Non_hope_speech
11730,Anna it’s a joke tho my dude she can dress however she wants and think what she wants,Non_hope_speech
11731,Everyone who downvotes this video is clearly VERY SEXIST because sadly women and men are not treated equal and this happens a lot and particularly more in this sector (I'm a SW engineer). I feel very sad for those of you who downvote this video and are not capable of seeing the awful truth behind all of this.,Non_hope_speech
11732,@fivedrock And you brought a religious argument to an intellectual debate,Non_hope_speech
11733,Then let's get some of the bio girls into chem or phys. That seems to be the field filled with peppy starbucks drinking girls. Come on,Non_hope_speech
11734,Donations to BLM is not going to the blacks but going to an organization call ACTBLUE  which the money can bet used by the DNC campaign. Not Blacks  big surprise huh?,Non_hope_speech
11735,If you really want to know,Non_hope_speech
11736,this is the dumbest sh*t I've ever heard. Cnn>fox,Non_hope_speech
11737,@Sling Blade Let's not pretend like people aren't treated differently based on skin color.,Non_hope_speech
11738,What’s wrong with “ALL LIVES MATTER”? Well,Non_hope_speech
11739,Those protesting that ALL LIVES MATTER shouldnt be complaining about BLM protests,Hope_speech
11740,Why should the people of today apologize for the actions of our ancestors?,Non_hope_speech
11741,Sheriff Clark Thank you for your service !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Non_hope_speech
11742,Thank god she didn’t wear those stupid grills.,Non_hope_speech
11743,You are fools. The constitution says all men are equal but was that true. The constitution had to change over generations to free the slaves and then with civil rights laws. If all lives matter why are amendments needed? All lives donot matter.,Non_hope_speech
11744,@Chris Kats33 Wow. I have never seen such an unnecessary sarcastic comment fail like yours.,Non_hope_speech
11745,That sheriff is racist as hell.  And should  be fired.,Non_hope_speech
11746,Right shes trying to hide it,Non_hope_speech
11747,Briton Kirkland oh they do. And they realize what they’re doing will cause globalism (more money in their pockets). They’re greedy and that’s all they care about. Money money money. They only play stupid,Non_hope_speech
11748,ok if you think all lives matter then why havent you taken action to actually help lives,Non_hope_speech
11749,after BLM interrupted Bernie Sanders I'd say it was pretty obvious they will self destruct,Non_hope_speech
11750,rayne jadis nThis is proof of that one theory,Non_hope_speech
11751,I think it took her a while to realize that she can approach things in a different way not the way that she went about it,Hope_speech
11752,Why do we call black people african Americans? Why not just Americans? I’m not considered a European American. Lmfao.,Non_hope_speech
11753,​@Molly Cone So you think YOUR GOD is superior to all other gods across countless cultures around the world and THE ONE because you just so happened to be raised into it? Wow,Non_hope_speech
11754,I don't agree with homosexual....ality... lol the fuq u trying to say,Non_hope_speech
11755,This is sick indoctrination.,Non_hope_speech
11756,I'm American and I agree,Non_hope_speech
11757,Makes me sad... I've been pretty fortunate in where I've worked,Non_hope_speech
11758,poking the bear with that comment. dont get mad when we compete and destroy,Non_hope_speech
11759,If she was not white it would be different.,Non_hope_speech
11760,I just assume that’s their slogan ya know? The slogan of the issue everybody’s talking about. I think I get it. I don’t partake in politics though,Non_hope_speech
11761,When my mom suggested to me to become a civil engineer I pictured myself this strong smart woman in suits designing beautiful constructions visiting the site and giving instructions to the workers. It sounded pretty amazing as a girl who will be doing such things. And right now I'm on the path to become an engineer but sometimes I really do feel lonely and discouraged though. These kind of talks really inspire and sharpen me a lot! Thank you so much. And what you are doing right now is so great Debbie!,Hope_speech
11762,Leave the big liberal cesspool cities.,Non_hope_speech
11763,@THIS IS ME,Non_hope_speech
11764,You can see some of my artwork and fashion designs here...if you're interested. n,Non_hope_speech
11765,She’s so confident!!! I can’t not love her.,Non_hope_speech
11766,From the perspective of time you will see how bad this idea of ​​BLM propaganda was. I am really happy that i dont live in USA...,Non_hope_speech
11767,i like maui. the character from the trailers alone seems to be a strong and funny character and not due to his weight or muscles,Non_hope_speech
11768,If you don’t like what someone is saying,Non_hope_speech
11769,Theodore Haskins  Yes!  Of course they matter!  ALL human beings matter!,Non_hope_speech
11770,Nicholas Glasgow a what? What's a dragman?,Non_hope_speech
11771,well good point there nblack live matter is shitnpacifist black protesters are good black people fighting for his rightsnbut is sad only the crap of your comunity is over the news,Non_hope_speech
11772,Just imagine what we could accomplish if our collective conscious was not constantly bombarded with bullshit causes and collective dialog was not constantly hijacked by people who think the world owes them anything.,Non_hope_speech
11773,Are we gonna achknowledge this whole thing started cause of one stupid f**** b** of a police officer,Non_hope_speech
11774,I dont aGrEe- Oh shut up woman,Non_hope_speech
11775,Honestly I thought Annie was a boy untill I checked her face like really closely and the whole time k was like ooh that's a very interesting name for a boy!!,Non_hope_speech
11776,Videos like this only aim to make the church look bad. Associating the Bible with torturing children,Non_hope_speech
11777,@Leonardo Gonzalez the beat and starved him,Non_hope_speech
11778,Where's the coppers?,Non_hope_speech
11779,@Anna cuffing isn't a STEREOTYPE technically,Non_hope_speech
11780,I couldn’t tell if it was a boy or girl,Non_hope_speech
11781,@shane nelson I great with having a FATHER in the household.   It has been proven the absence of a FATHER in the household is one of the leading causes of black single-parent families to live in poverty,Non_hope_speech
11782,IF U DONT LIKE THAT HE IS SAYING ALL LIVES MATTER,Non_hope_speech
11783,The message these kids are sending is amazing,Hope_speech
11784,BrodyVeilleux and what happened to Daniel shaver is disgusting but I was just saying that black people experience it way more than anyone ok bye !,Non_hope_speech
11785,John Nastrom and obviously no one has ever asked you to read in context.,Non_hope_speech
11786,Where is she now?,Non_hope_speech
11787,Sheriff David Clark for President.....thank you sir for your service,Non_hope_speech
11788,It wasn't really codified as wrong until moses,Non_hope_speech
11789,A young king dropped his crown,Non_hope_speech
11790,Our gaydars are all going off for that one girl rn,Non_hope_speech
11791,Nobody was saying “All Lives Matter” until “Black Lives Matter”. It’s protest against a protest.,Non_hope_speech
11792,SO should the english get reparations from Italy because the Romans invaded England,Non_hope_speech
11793,Beautiful interview. She has done so much for the LGBTQ community over her 35-year music career. This was such a genuine and heartfelt interview. What a beautiful person she is!,Hope_speech
11794,@Beautiful World I was born and raised in the USA.  I honor and respect it.  I have heard how it is like in other countries.  People come here for a reason and then they try to change it.  I don't understand it.  If you don't like it here.  Please go back to where you came from.  I mean this in a kind way.,Non_hope_speech
11795,Being normal is being oneself so shut up,Non_hope_speech
11796,@Lela Robinson lol you corrected my english but just look at yours.nAnd concerning what you asked,Non_hope_speech
11797,Where are the protesters for Chicago!,Non_hope_speech
11798,@Amazing Worenwu who says its a hate group?,Non_hope_speech
11799,Or the fact that slavery still exists in Africa.nIt must only be the 1600s bronze slave traders they're interested in.nThey're going to show those statues a thing or two.,Non_hope_speech
11800,@_Echo _ Oh no it's fine! I didn't mean it like you specifically,Non_hope_speech
11801,I don’t agree with homosexuality but I do agree with being true to your self and accepting people no matter what,Hope_speech
11802,the people. know matter who they are  can get a job if they try and stop relining on state hand out ?,Non_hope_speech
11803,@K A I'm not sure where,Non_hope_speech
11804,@Alex S  I'm not really sure what you're saying here. If who asked me?,Non_hope_speech
11805,Man all yall simple how about in America it's ok to say whatever you want to say 1st amendment seems like some 1%er somewhere is trying to control the minds into thinking that there ain't even an argument for saying anything you want to say in America come on now I can see right through this,Non_hope_speech
11806,The Mandalorian nThanks bro.,Non_hope_speech
11807,ALL lives matter !  THAT includes ALL LIVES !  Whether you are doing homework in your house,Hope_speech
11808,I could be wrong,Non_hope_speech
11809,NO WE ARE THIS IS,Non_hope_speech
11810,@starrynight0621 Not everyone is supportive of my choice and I've lost some friends because they don't believe I can do it. It's great though wish I had friends like yours!,Hope_speech
11811,@Xean Frost you just compared hundreds upon hundreds of years of oppression with a minor inconvenience. please open up your mind and see how life is for people. just because you lack melanin doesn't inherently mean you lack compassion,Non_hope_speech
11812,Love this lady. Respecther very much,Non_hope_speech
11813,Bristol council have been saved money needed to remove the statue.,Non_hope_speech
11814,I think the Presbyterian girl was very respectful,Non_hope_speech
11815,And that was terrible but slavery is going on not 10 miles at any time from where a person stands. Feel for flyod and his fam but no way support that bunch of morons.,Non_hope_speech
11816,Crystal is so smart!,Non_hope_speech
11817,God gave us a choice,Non_hope_speech
11818,@ImGiodarex more like pissed of dave paying taxes for wokes,Non_hope_speech
11819,@Joshua Fernandes nconveniently protests took focus off China,Non_hope_speech
11820,Shes so beatiful.never payd real attention to her beauty though im a big fan of her and am a child of the 80s.im really inlove.,Non_hope_speech
11821,John Thorpe Preach,Non_hope_speech
11822,Bruh why didn’t great big story keep that beautiful black logo they used for a day?,Non_hope_speech
11823,The countless portrayals in books,Non_hope_speech
11824,you like doctor who. yes.,Non_hope_speech
11825,homosexual-ality? my new favorite word,Non_hope_speech
11826,I don’t think he’ll have much time talking with all cleaning up and arresting the rioters and looters after these stupid protests have finally died down.,Non_hope_speech
11827,What kind of country are you becoming?,Non_hope_speech
11828,@Red I never said I didn't respect your opinion. That's why I always say whatever you believe. But the Bible says it's a sin,Non_hope_speech
11829,I thought it was a boy,Non_hope_speech
11830,All lives matter as 2Pac once said all lives matter,Non_hope_speech
11831,@Beautiful World And again,Non_hope_speech
11832,What does his past have to do what was done to him? HE WAS MURDERED!,Non_hope_speech
11833,its no exaggeration. I feel the same. to this day,Non_hope_speech
11834,Saying all lives matter is like the same thing as going to the doctor for a broken arm and expecting a full body cast you can make the argument that all lives matter which is true but we need to fix what is broken first. Nobody is saying other lives don’t matter of course they do but black lives are the ones at risk right now we’re just saying we matter too.,Non_hope_speech
11835,Bruh this kid « god gave us... » nnNah you do you God has nothing to do with making choices. The amount of religious people here is overwhelming,Non_hope_speech
11836,@LucasArg propaganda is anything that promotes a certain cause,Non_hope_speech
11837,@it'sMe TheHerpes yes.. if the sheriff lives,Non_hope_speech
11838,Sherif is a great,Non_hope_speech
11839,I’m sorry but you Republicans are either so dumb or mentally deranged. People can tell you countless of times the reason and it will still fly over your little heads. All lives matter when black lives matter.,Non_hope_speech
11840,asian black native america as long as you are not white white to them you are black and NOT important so when we say black we mean people of darker tone or skin or people who they are racist towards because we dont look like them so they treat us different so we need to be united and fight against racism for the racist anyone different from them if beneath them so we fight for our children and for thier future freedom to be and explore this world without someone putting them down all the time,Hope_speech
11841,Andrea Mendenhall ‘white people can never win’ good god,Non_hope_speech
11842,George Floyd was a despicable man with a long criminal record. He once held a gun to pregnant woman's stomach & threatening to shoot,Non_hope_speech
11843,That's a girl?,Non_hope_speech
11844,This whole BLM movement is nothing more than the resurgence of the Black Panther Party under a new name and a new vehicle. It is the same agenda,Non_hope_speech
11845,(pet peeve of forgetting that bi,Non_hope_speech
11846,Bea Millan-Windorski i go by stats. women are also very family oriented so women generally want jobs with easier hours so they can spend time with their families,Hope_speech
11847,@kennedy mensah Get Over Yourself because we all live and die!! Just look for PEOPLE NOT COLOR!,Hope_speech
11848,Parata  Patel the home secretary!  What kind of name is that? Or it is an anagram!!!,Non_hope_speech
11849,J T your nuts! What planet do you live on?? Clearly you are clueless about her.,Non_hope_speech
11850,4 years later Juan is still a idiot,Non_hope_speech
11851,lgbt individual are all equal like everyone else. Change country if you do not want to live with the differences. Madonna is the singer who has sold the most records and tours,Non_hope_speech
11852,She’s done such great work and not just this,Non_hope_speech
11853,Yeah. This is the largest movement in all of American history.,Non_hope_speech
11854,WOW what happened to her face???,Non_hope_speech
11855,Black lives don't matter. What a joke what a lie all lives matter dumbass,Non_hope_speech
11856,This old man isn't aging well..,Non_hope_speech
11857,muslims are the true feminists,Non_hope_speech
11858,“That was be just uhhh pure mean” i love that,Non_hope_speech
11859,#NAME?,Non_hope_speech
11860,History in the making. Lets see what happens in the next 300 years.,Non_hope_speech
11861,God gave everyone a choice. Heaven or Hell. Your choice to choose where to go. Sin is sin,Non_hope_speech
11862,+Dave Poopie Curiosity is the spice of life ;),Non_hope_speech
11863,She has a really interesting life story and she's funny.,Hope_speech
11864,@Silver I misunderstood what the person meant at first and why the other person was wrong,Non_hope_speech
11865,Burial (Peter Touch and tehWailers)n,Non_hope_speech
11866,I live in new orleans so idk why you're telling me this,Non_hope_speech
11867,@Tom Comiskey I don't feel like we need reparations. We lost a war. Part of my tribes treaty is that there will be peace as long as we don't have a standing military force. It happened in the past and I feel like it turned out better than ot could have since most losing nations are the ones that have to pay reparations after wars. Now if the U.S. broke up and there was a war again or with another tribe then I would think the winners would get the spoils.,Non_hope_speech
11868,I’m homophobic,Non_hope_speech
11869,@Liz Cee I commend you for being smart enough to see this! It seems like any thing negative said against a black person is going to be attacked...,Non_hope_speech
11870,I read my dads engineering magazines in my spare time - other girls go shopping at the mall,Hope_speech
11871,Why show kids these?,Non_hope_speech
11872,First of all can we just take God outta everything bc y’all know he’s not real right? People made it up to control others. Wake up lmao this is ridiculous,Non_hope_speech
11873,Sheriff talks like he''s reading from a script with his robotic responses,Non_hope_speech
11874,I think  you need to get off the internet. Learn to spell before making a useless comment that helps no one.,Non_hope_speech
11875,Why do I get the feeling that I am gonna find anti-religious comments? This video is just asking for toxicity.,Non_hope_speech
11876,TJ overkilled huffington post in this one,Non_hope_speech
11877,Circulqr that is not equal rights and sure as hell not what god would have wanted. That is cruelty.,Non_hope_speech
11878,So you're telling me only black lives matter no one else get real everybody's life matters white black look who's being racist,Non_hope_speech
11879,I’ve had 3 comments deleted for disagreeing with this. #Tolerantleft #tolerantyoutube,Non_hope_speech
11880,She sounds so musical! Love the Legend! No one can ever REPLACE her!!!,Non_hope_speech
11881,FlameTheFlamingo Scripture is the inherent word of God,Non_hope_speech
11882,Don't need a statue to learn about history bro...go read a book,Non_hope_speech
11883,kuggacourage gx the name isn’t “Only Black Lives Matter” and it’s actually very obvious what it’s about but ig not to everyone,Non_hope_speech
11884,Gays love you too Madonna. Thank you,Non_hope_speech
11885,I can definitely relate to the interest in legos,Non_hope_speech
11886,Can't say the Brits don't have a sense of humour!,Non_hope_speech
11887,HI from Russia,Non_hope_speech
11888,Think your live will be better thereafter??,Non_hope_speech
11889,Gays can't state these words ONLY--> I refuse to obey the devil,Non_hope_speech
11890,THIS WAS VERY INSPIRATIONAL TO ME,Hope_speech
11891,Joannot Fampionona That's changing the definition of violence completely.nnAnd about those cases these women present they sound to me like exaggerations made by them. What do you do? everyone gets ask that not only women. And being surprised that someone is an engineer is normal,Hope_speech
11892,Kids meet an instrumental musician,Non_hope_speech
11893,Black lives matter claims they are being oppressed and their children os being denied a education.,Non_hope_speech
11894,Um yes I love doctor who lmao I love crystal,Non_hope_speech
11895,random person at the comments nif its racist to say all lives matter,Non_hope_speech
11896,Sounds like Joey graceful,Non_hope_speech
11897,SKLR It's a somewhat alternative approach to the traditional establishing shot. A video simply opening on a medium shot of the subject can be jarring,Non_hope_speech
11898,Well obviously all lives matter but the Black Lives Matter movement started because of police brutality/abuse against black ppl. So yes,Non_hope_speech
11899,Williams you're just a Democrat.  A pandering Democrat with no back bone.,Non_hope_speech
11900,It's unfortunate the majority of black people buy into their lies.... If Biden happens to win and the black community drops again,Non_hope_speech
11901,And besides only color,Non_hope_speech
11902,Enough with the pandering!,Non_hope_speech
11903,Conversion therapy= brainwashing,Hope_speech
11904,Some1 seriously?,Non_hope_speech
11905,Just saying this,Non_hope_speech
11906,Larry Elder grinning ear to ear is priceless 🤣. You just know he’s loving this whole exchange.,Non_hope_speech
11907,That doesn't justify his murder,Non_hope_speech
11908,Madonna's eyes have always been so breathtaking. They could have fixed your lipstick. Too much lippy,Non_hope_speech
11909,A great german singer wrote a Song about that  check it out on YouTube  Black lives Matter  Amadeus,Non_hope_speech
11910,I agree.  Great that you said that.,Non_hope_speech
11911,Does anyone get the sneaky suspicion that Annie is maybeee hiding something?? ngl I think she may be in denial,Non_hope_speech
11912,@Taylor Bridges  Hey Dummy Maria Botina was a Russian agent that infiltrated the NRA. She laundered millions to Trump and she went to prison.nnSo is it illegal for BLM to support Democrats. If so lock them up the way Giuliani's boys Lev Parnas and Igore Fruman were arrested for laundering Russian cash to Trump and other Republicans. Oh I forgot FOX didn't want you to know that. nnOh you might want to know the Trump Foundation was shut down by regulators. Trump was using the money for himself. Oh my I hope I didn't hurt your feelings.,Non_hope_speech
11913,@SEEMS LEGIT is what it should have been called,Non_hope_speech
11914,Love it! Thank You!!!,Non_hope_speech
11915,Black lives don’t matter all lives matter,Non_hope_speech
